employee_id,full_name,age,education_level,hire_date,exit_date,department,job_role,job_level,employment_type,base_salary_annual,store_location,store_location_latitude,store_location_longitude,store_id,manager_id,manager_name,manager_status,is_active,tenure_days,tenure_months,tenure_band,age_band
EMP003030,Lisa Patterson,34,High School,2019-06-21,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28322.82,Seattle,47.6062,-122.3321,STR140,EMP003215,Susan May,Senior Manager,True,2020,66,5+,25-34
EMP003031,Jacqueline Chen,39,Some College,2022-01-01,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23989.92,Houston,29.7604,-95.3698,STR060,EMP003552,Elizabeth Miller,Senior Manager,True,1095,35,1-3,35-44
EMP003032,Christopher Johnson,29,Some College,2020-12-27,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26183.34,Louisville,38.2527,-85.7585,STR119,EMP003994,Patricia Hale,Senior Manager,True,1465,48,3-5,25-34
EMP003033,Laurie Carter,41,Master's,2017-01-25,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,37011.28,Dallas,32.7767,-96.797,STR134,EMP003554,Michael Singleton,Manager,True,2897,95,5+,35-44
EMP003034,Maria Sanford,44,High School,2018-06-04,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29216.47,Houston,29.7604,-95.3698,STR093,EMP003586,Stephen Parks,Manager,True,2402,78,5+,35-44
EMP003035,Allen White,34,High School,2015-12-06,2017-08-11,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14867.12,Fort Worth,32.7555,-97.3308,STR067,EMP003693,Shelia Waller,Manager,False,614,20,1-3,25-34
EMP003036,Richard Howard,24,Some College,2021-07-20,2022-02-24,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24763.19,Denver,39.7392,-104.9903,STR117,EMP003781,Devin Mayer,Manager,False,219,7,6-12,<25
EMP003037,Matthew Watson,23,High School,2020-03-15,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33184.23,Los Angeles,34.0522,-118.2437,STR041,EMP003856,Tiffany Phillips,Manager,True,1752,57,3-5,<25
EMP003038,Barbara Flores,21,High School,2021-03-01,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,23858.65,Philadelphia,39.9526,-75.1652,STR053,EMP003891,Tiffany Johnston,Manager,True,1401,45,3-5,<25
EMP003039,Gary Marshall,41,Bachelor's,2020-12-10,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22675.03,Detroit,42.3314,-83.0458,STR126,EMP003892,Phillip Ward,Manager,True,1482,48,3-5,35-44
EMP003040,Stephanie Hoffman,21,Bachelor's,2021-10-18,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,34224.41,Dallas,32.7767,-96.797,STR133,EMP004184,Mr. Don Flores,Manager,True,1170,38,3-5,<25
EMP003041,Lance Rose,39,High School,2021-07-19,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30152.38,Denver,39.7392,-104.9903,STR023,EMP003940,Victoria Marshall,Executive,True,1261,41,3-5,35-44
EMP003042,Donald Franklin,33,Master's,2018-07-29,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39648.12,Las Vegas,36.1699,-115.1398,STR136,EMP003215,Susan May,Senior Manager,True,2347,77,5+,25-34
EMP003043,Shannon Jones,39,Bachelor's,2019-05-13,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23133.04,Memphis,35.1495,-90.049,STR034,EMP003552,Elizabeth Miller,Senior Manager,True,2059,67,5+,35-44
EMP003044,Jennifer Avila,37,Bachelor's,2020-12-12,2023-07-22,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19705.93,Nashville,36.1627,-86.7816,STR038,EMP003994,Patricia Hale,Senior Manager,False,952,31,1-3,35-44
EMP003045,Francisco Gonzalez,38,High School,2021-03-09,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29378.85,Los Angeles,34.0522,-118.2437,STR093,EMP003554,Michael Singleton,Manager,True,1393,45,3-5,35-44
EMP003046,Kathleen Mooney,35,High School,2021-11-15,2022-12-05,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17427.33,Charlotte,35.2271,-80.8431,STR129,EMP003586,Stephen Parks,Manager,False,385,12,1-3,35-44
EMP003047,Caleb Jackson,24,High School,2018-11-24,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33072.74,Fort Worth,32.7555,-97.3308,STR052,EMP003693,Shelia Waller,Manager,True,2229,73,5+,<25
EMP003048,James Ray,31,High School,2020-10-23,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,32158.29,New York,40.7128,-74.006,STR122,EMP003781,Devin Mayer,Manager,True,1530,50,3-5,25-34
EMP003049,Mason Chase,23,Master's,2019-11-30,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19662.81,Baltimore,39.2904,-76.6122,STR060,EMP003856,Tiffany Phillips,Manager,True,1858,61,5+,<25
EMP003050,Susan Mitchell DVM,47,Master's,2019-09-18,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31171.32,New York,40.7128,-74.006,STR039,EMP003891,Tiffany Johnston,Manager,True,1931,63,5+,45-54
EMP003051,Steven Hull,46,High School,2018-12-22,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38079.99,Louisville,38.2527,-85.7585,STR072,EMP003892,Phillip Ward,Manager,True,2201,72,5+,45-54
EMP003052,Matthew Jones,32,High School,2020-03-28,2022-09-26,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Seasonal,16898.24,Charlotte,35.2271,-80.8431,STR033,EMP004184,Mr. Don Flores,Manager,False,912,29,1-3,25-34
EMP003053,Robert Cummings,24,Some College,2020-07-03,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31222.41,Jacksonville,30.3322,-81.6557,STR073,EMP003940,Victoria Marshall,Executive,True,1642,53,3-5,<25
EMP003054,Paul Ross,37,Bachelor's,2017-06-05,2020-12-19,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,18869.72,San Diego,32.7157,-117.1611,STR141,EMP003098,Jenna Garcia,Senior Manager,False,1293,42,3-5,35-44
EMP003055,Emily Salazar,36,Bachelor's,2020-12-07,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,44851.34,Denver,39.7392,-104.9903,STR074,EMP003215,Susan May,Senior Manager,True,1485,48,3-5,35-44
EMP003056,Michael Gibson,35,High School,2021-09-22,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39622.45,Detroit,42.3314,-83.0458,STR052,EMP003552,Elizabeth Miller,Senior Manager,True,1196,39,3-5,35-44
EMP003057,Tracy Martinez,22,Master's,2021-08-22,2024-07-02,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35243.65,Houston,29.7604,-95.3698,STR050,EMP003994,Patricia Hale,Senior Manager,False,1045,34,1-3,<25
EMP003058,Luke Johnson,28,PhD,2017-07-12,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22769.79,Philadelphia,39.9526,-75.1652,STR105,EMP003554,Michael Singleton,Manager,True,2729,89,5+,25-34
EMP003059,Adam Garcia,32,Bachelor's,2021-10-12,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22755.84,Los Angeles,34.0522,-118.2437,STR108,EMP003586,Stephen Parks,Manager,True,1176,38,3-5,25-34
EMP003060,Michael Graham,26,High School,2018-09-25,2020-03-14,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,15766.83,Jacksonville,30.3322,-81.6557,STR057,EMP003693,Shelia Waller,Manager,False,536,17,1-3,25-34
EMP003061,Corey Barrera,35,High School,2020-01-05,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31567.49,Boston,42.3601,-71.0589,STR013,EMP003781,Devin Mayer,Manager,True,1822,59,3-5,35-44
EMP003062,Steven Mayo,47,Bachelor's,2020-03-27,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29104.8,Detroit,42.3314,-83.0458,STR057,EMP003856,Tiffany Phillips,Manager,True,1740,57,3-5,45-54
EMP003063,Shawna Green,33,PhD,2021-05-28,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35188.54,Jacksonville,30.3322,-81.6557,STR045,EMP003891,Tiffany Johnston,Manager,True,1313,43,3-5,25-34
EMP003064,Ashley Valentine,44,High School,2019-11-11,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,53225.68,San Antonio,29.4241,-98.4936,STR114,EMP003892,Phillip Ward,Manager,True,1877,61,5+,35-44
EMP003065,Gary Salazar,23,High School,2020-11-18,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35782.06,Philadelphia,39.9526,-75.1652,STR138,EMP004184,Mr. Don Flores,Manager,True,1504,49,3-5,<25
EMP003066,Debra Jackson,34,Some College,2019-11-25,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24674.02,Seattle,47.6062,-122.3321,STR143,EMP003940,Victoria Marshall,Executive,True,1863,61,5+,25-34
EMP003067,Joe Martinez,41,High School,2017-08-19,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22151.11,Houston,29.7604,-95.3698,STR109,EMP003554,Michael Singleton,Manager,True,2691,88,5+,35-44
EMP003068,Nicole Barron,35,High School,2014-05-03,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31650.15,Columbus,39.9612,-82.9988,STR042,EMP003098,Jenna Garcia,Senior Manager,True,3895,127,5+,35-44
EMP003069,Jennifer Griffin,41,Bachelor's,2018-06-27,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31010.72,Jacksonville,30.3322,-81.6557,STR040,EMP003215,Susan May,Senior Manager,True,2379,78,5+,35-44
EMP003070,Joseph Lane,43,High School,2018-06-24,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28760.26,Dallas,32.7767,-96.797,STR047,EMP003552,Elizabeth Miller,Senior Manager,True,2382,78,5+,35-44
EMP003071,Vanessa Morris,24,Bachelor's,2021-05-09,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36479.56,Baltimore,39.2904,-76.6122,STR068,EMP003994,Patricia Hale,Senior Manager,True,1332,43,3-5,<25
EMP003072,Courtney Baker,27,High School,2021-04-09,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,21192.05,Nashville,36.1627,-86.7816,STR064,EMP003586,Stephen Parks,Manager,True,1362,44,3-5,25-34
EMP003073,Bradley Hansen,28,Bachelor's,2019-06-16,2022-05-08,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19052.93,Philadelphia,39.9526,-75.1652,STR141,EMP003693,Shelia Waller,Manager,False,1057,34,1-3,25-34
EMP003074,Mary Moss,33,High School,2017-05-20,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14826.58,Charlotte,35.2271,-80.8431,STR076,EMP003781,Devin Mayer,Manager,True,2782,91,5+,25-34
EMP003075,Blake Bonilla,37,Some College,2020-08-22,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,21103.21,San Antonio,29.4241,-98.4936,STR043,EMP003856,Tiffany Phillips,Manager,True,1592,52,3-5,35-44
EMP003076,Adam Robinson,31,Some College,2020-05-01,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,38393.15,New York,40.7128,-74.006,STR039,EMP003891,Tiffany Johnston,Manager,True,1705,55,3-5,25-34
EMP003077,Chelsea Garcia,30,Some College,2021-12-02,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39360.8,San Jose,37.3382,-121.8863,STR011,EMP003892,Phillip Ward,Manager,True,1125,36,3-5,25-34
EMP003078,Kevin Rose,31,High School,2020-06-05,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29270.87,Chicago,41.8781,-87.6298,STR150,EMP004184,Mr. Don Flores,Manager,True,1670,54,3-5,25-34
EMP003079,Paige Collins,21,Some College,2021-08-28,2024-03-03,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,9419.31,Philadelphia,39.9526,-75.1652,STR087,EMP003940,Victoria Marshall,Executive,False,918,30,1-3,<25
EMP003080,Christian Wagner,28,Some College,2019-09-04,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31447.36,Seattle,47.6062,-122.3321,STR117,EMP003098,Jenna Garcia,Senior Manager,True,1945,63,5+,25-34
EMP003081,Colleen Cox,43,Bachelor's,2021-12-22,2024-03-24,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Contractor,50652.83,Louisville,38.2527,-85.7585,STR131,EMP003215,Susan May,Senior Manager,False,823,27,1-3,35-44
EMP003082,Shawna Palmer,45,High School,2020-05-01,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30829.94,Fort Worth,32.7555,-97.3308,STR058,EMP003552,Elizabeth Miller,Senior Manager,True,1705,55,3-5,45-54
EMP003083,Chelsea Ramirez,44,Bachelor's,2021-09-21,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38039.49,Las Vegas,36.1699,-115.1398,STR012,EMP003994,Patricia Hale,Senior Manager,True,1197,39,3-5,35-44
EMP003084,Eric Kane,26,Bachelor's,2018-05-12,2019-08-21,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27875.86,Detroit,42.3314,-83.0458,STR127,EMP003554,Michael Singleton,Manager,False,466,15,1-3,25-34
EMP003085,Bridget Walter,22,Master's,2020-10-29,2021-04-07,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,11604.56,Las Vegas,36.1699,-115.1398,STR090,EMP003586,Stephen Parks,Manager,False,160,5,<6,<25
EMP003086,Cynthia Shannon,21,Bachelor's,2021-03-20,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28801.12,Philadelphia,39.9526,-75.1652,STR081,EMP003693,Shelia Waller,Manager,True,1382,45,3-5,<25
EMP003087,Allen Stanley,35,Some College,2019-11-08,2024-09-10,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26081.52,Louisville,38.2527,-85.7585,STR026,EMP003781,Devin Mayer,Manager,False,1768,58,3-5,35-44
EMP003088,Derek Mcintosh,39,High School,2012-01-04,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Seasonal,16910.84,Fort Worth,32.7555,-97.3308,STR106,EMP003856,Tiffany Phillips,Manager,True,4745,155,5+,35-44
EMP003089,Jeffrey Hernandez,44,High School,2020-09-27,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,16697.56,Charlotte,35.2271,-80.8431,STR134,EMP003891,Tiffany Johnston,Manager,True,1556,51,3-5,35-44
EMP003090,Katie Brown,39,Some College,2021-10-02,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38796.52,San Antonio,29.4241,-98.4936,STR032,EMP003892,Phillip Ward,Manager,True,1186,38,3-5,35-44
EMP003091,Brent Wong,29,High School,2020-01-19,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33403.05,Austin,30.2672,-97.7431,STR002,EMP004184,Mr. Don Flores,Manager,True,1808,59,3-5,25-34
EMP003092,Jenny Carter,22,Bachelor's,2021-03-01,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,23694.58,Las Vegas,36.1699,-115.1398,STR129,EMP003940,Victoria Marshall,Executive,True,1401,45,3-5,<25
EMP003093,Kirk Moreno,28,High School,2020-12-20,2024-08-22,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,10396.14,Dallas,32.7767,-96.797,STR111,EMP003098,Jenna Garcia,Senior Manager,False,1341,44,3-5,25-34
EMP003094,Jeffrey Maldonado DDS,39,Bachelor's,2020-09-23,2023-02-26,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18238.81,San Antonio,29.4241,-98.4936,STR064,EMP003215,Susan May,Senior Manager,False,886,29,1-3,35-44
EMP003095,Colleen Brown,21,High School,2021-03-02,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14331.24,Dallas,32.7767,-96.797,STR095,EMP003552,Elizabeth Miller,Senior Manager,True,1400,45,3-5,<25
EMP003096,Derek Jones,35,Master's,2017-02-09,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17234.76,Portland,45.5152,-122.6784,STR077,EMP003994,Patricia Hale,Senior Manager,True,2882,94,5+,35-44
EMP003097,Darrell Oliver,34,High School,2021-12-01,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31770.07,Phoenix,33.4484,-112.074,STR055,EMP003554,Michael Singleton,Manager,True,1126,36,3-5,25-34
EMP003098,Jenna Garcia,26,High School,2020-11-16,,Logistics/Warehousing,Supply Chain Director,Senior_Manager,Full-time,84075.72,Boston,42.3601,-71.0589,STR042,EMP003940,Victoria Marshall,Executive,True,1506,49,3-5,25-34
EMP003099,Sherry Adams,37,Some College,2021-10-20,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22083.2,Boston,42.3601,-71.0589,STR063,EMP003586,Stephen Parks,Manager,True,1168,38,3-5,35-44
EMP003100,Richard Bailey,24,Some College,2021-01-13,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26335.83,San Antonio,29.4241,-98.4936,STR133,EMP003693,Shelia Waller,Manager,True,1448,47,3-5,<25
EMP003101,Kyle Gross,36,Master's,2017-11-12,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,9170.5,Jacksonville,30.3322,-81.6557,STR145,EMP003781,Devin Mayer,Manager,True,2606,85,5+,35-44
EMP003102,Jonathan Graves,39,High School,2020-06-02,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22188.37,Fort Worth,32.7555,-97.3308,STR132,EMP003856,Tiffany Phillips,Manager,True,1673,54,3-5,35-44
EMP003103,Eric Knox,34,Some College,2014-01-26,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31145.49,Phoenix,33.4484,-112.074,STR119,EMP003891,Tiffany Johnston,Manager,True,3992,131,5+,25-34
EMP003104,Ethan Jones,31,High School,2021-04-04,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26340.21,Las Vegas,36.1699,-115.1398,STR071,EMP003892,Phillip Ward,Manager,True,1367,44,3-5,25-34
EMP003105,Steven Thomas,39,Some College,2020-11-06,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24587.12,Columbus,39.9612,-82.9988,STR011,EMP004184,Mr. Don Flores,Manager,True,1516,49,3-5,35-44
EMP003106,John Cook,27,High School,2018-12-12,2020-09-29,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15806.42,San Jose,37.3382,-121.8863,STR085,EMP003940,Victoria Marshall,Executive,False,657,21,1-3,25-34
EMP003107,Dennis Jones,28,Master's,2019-08-03,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,45851.72,Las Vegas,36.1699,-115.1398,STR116,EMP003098,Jenna Garcia,Senior Manager,True,1977,64,5+,25-34
EMP003108,Sarah Wheeler,40,Some College,2020-04-06,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,21081.49,Seattle,47.6062,-122.3321,STR142,EMP003215,Susan May,Senior Manager,True,1730,56,3-5,35-44
EMP003109,Lauren Freeman,39,Some College,2021-03-12,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35073.45,San Jose,37.3382,-121.8863,STR061,EMP003552,Elizabeth Miller,Senior Manager,True,1390,45,3-5,35-44
EMP003110,Brian Fuentes,39,High School,2021-01-09,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,16879.75,Chicago,41.8781,-87.6298,STR014,EMP003994,Patricia Hale,Senior Manager,True,1452,47,3-5,35-44
EMP003111,Wanda Conley,25,High School,2020-03-25,2023-12-20,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28376.88,New York,40.7128,-74.006,STR088,EMP003554,Michael Singleton,Manager,False,1365,44,3-5,25-34
EMP003112,Carol Thomas,52,PhD,2012-01-04,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14652.13,Baltimore,39.2904,-76.6122,STR105,EMP003586,Stephen Parks,Manager,True,4745,155,5+,45-54
EMP003113,Eric Fitzgerald,40,High School,2021-10-16,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29140.53,Dallas,32.7767,-96.797,STR039,EMP003693,Shelia Waller,Manager,True,1172,38,3-5,35-44
EMP003114,Nicholas Fritz,31,Bachelor's,2015-05-13,2021-02-19,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,9165.57,San Antonio,29.4241,-98.4936,STR058,EMP003781,Devin Mayer,Manager,False,2109,69,5+,25-34
EMP003115,John Diaz,23,Bachelor's,2019-12-17,2021-10-06,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30391.24,Columbus,39.9612,-82.9988,STR117,EMP003856,Tiffany Phillips,Manager,False,659,21,1-3,<25
EMP003116,Harold Mckinney,45,Bachelor's,2020-01-17,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,38529.64,Chicago,41.8781,-87.6298,STR036,EMP003891,Tiffany Johnston,Manager,True,1810,59,3-5,45-54
EMP003117,Patricia Vincent,40,Master's,2015-06-27,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29387.23,Detroit,42.3314,-83.0458,STR082,EMP003892,Phillip Ward,Manager,True,3475,114,5+,35-44
EMP003118,Linda Rodriguez,23,High School,2021-02-18,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28164.95,Houston,29.7604,-95.3698,STR117,EMP004184,Mr. Don Flores,Manager,True,1412,46,3-5,<25
EMP003119,Monica Smith,31,High School,2020-12-23,2021-04-01,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14690.26,Las Vegas,36.1699,-115.1398,STR127,EMP003940,Victoria Marshall,Executive,False,99,3,<6,25-34
EMP003120,Selena Hopkins,31,PhD,2021-11-16,2023-07-14,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,9657.63,Houston,29.7604,-95.3698,STR075,EMP003940,Victoria Marshall,Executive,False,605,19,1-3,25-34
EMP003121,Jonathan Sanchez,35,High School,2021-05-07,2022-10-28,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,18749.81,Seattle,47.6062,-122.3321,STR115,EMP003098,Jenna Garcia,Senior Manager,False,539,17,1-3,35-44
EMP003122,Valerie Howard,36,Some College,2021-07-08,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24475.6,San Jose,37.3382,-121.8863,STR036,EMP003215,Susan May,Senior Manager,True,1272,41,3-5,35-44
EMP003123,Cheryl Blevins,30,High School,2020-06-07,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,43125.47,Columbus,39.9612,-82.9988,STR009,EMP003552,Elizabeth Miller,Senior Manager,True,1668,54,3-5,25-34
EMP003124,Tracie Wiley,25,High School,2019-09-26,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,41884.11,Detroit,42.3314,-83.0458,STR043,EMP003994,Patricia Hale,Senior Manager,True,1923,63,5+,25-34
EMP003125,Stephanie Cole,31,Some College,2021-04-29,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22075.68,Boston,42.3601,-71.0589,STR121,EMP003554,Michael Singleton,Manager,True,1342,44,3-5,25-34
EMP003126,Kelsey Baker,58,Master's,2017-10-08,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35280.78,Charlotte,35.2271,-80.8431,STR051,EMP003586,Stephen Parks,Manager,True,2641,86,5+,55+
EMP003127,Stacy Myers,30,High School,2019-05-08,2023-11-17,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,45093.08,Denver,39.7392,-104.9903,STR045,EMP003693,Shelia Waller,Manager,False,1654,54,3-5,25-34
EMP003128,Xavier Parker,29,Bachelor's,2021-12-14,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13686.9,Las Vegas,36.1699,-115.1398,STR092,EMP003781,Devin Mayer,Manager,True,1113,36,3-5,25-34
EMP003129,Joseph Cooper,32,Some College,2020-12-02,2023-05-07,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31514.91,Louisville,38.2527,-85.7585,STR040,EMP003856,Tiffany Phillips,Manager,False,886,29,1-3,25-34
EMP003130,Jessica Gibson,30,Some College,2021-05-26,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,57092.85,Nashville,36.1627,-86.7816,STR041,EMP003891,Tiffany Johnston,Manager,True,1315,43,3-5,25-34
EMP003131,Rebecca Roberts,33,Master's,2020-01-22,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18030.54,Baltimore,39.2904,-76.6122,STR117,EMP003892,Phillip Ward,Manager,True,1805,59,3-5,25-34
EMP003132,Kathryn Jennings,31,High School,2020-08-18,2021-03-14,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,12091.94,Detroit,42.3314,-83.0458,STR032,EMP004184,Mr. Don Flores,Manager,False,208,6,6-12,25-34
EMP003133,Chris Levy,36,Some College,2020-03-25,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39192.53,Portland,45.5152,-122.6784,STR015,EMP003098,Jenna Garcia,Senior Manager,True,1742,57,3-5,35-44
EMP003134,Mary Torres,23,High School,2019-02-22,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,20718.63,New York,40.7128,-74.006,STR117,EMP003215,Susan May,Senior Manager,True,2139,70,5+,<25
EMP003135,Robert Smith,30,High School,2018-06-06,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30403.38,Nashville,36.1627,-86.7816,STR136,EMP003552,Elizabeth Miller,Senior Manager,True,2400,78,5+,25-34
EMP003136,Douglas Watkins,27,Bachelor's,2021-08-30,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28167.84,Portland,45.5152,-122.6784,STR024,EMP003552,Elizabeth Miller,Senior Manager,True,1219,40,3-5,25-34
EMP003137,Eric Jordan,27,Bachelor's,2021-12-31,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29428.81,Fort Worth,32.7555,-97.3308,STR141,EMP003994,Patricia Hale,Senior Manager,True,1096,36,3-5,25-34
EMP003138,April King,42,Master's,2021-09-17,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36855.01,Nashville,36.1627,-86.7816,STR026,EMP003554,Michael Singleton,Manager,True,1201,39,3-5,35-44
EMP003139,Douglas Trevino,23,High School,2021-01-06,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,34257.39,Baltimore,39.2904,-76.6122,STR017,EMP003586,Stephen Parks,Manager,True,1455,47,3-5,<25
EMP003140,Patricia Moore,27,Bachelor's,2016-10-23,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,21616.13,Detroit,42.3314,-83.0458,STR101,EMP003693,Shelia Waller,Manager,True,2991,98,5+,25-34
EMP003141,Devin Ferrell,46,PhD,2018-04-14,2019-02-17,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19472.01,Columbus,39.9612,-82.9988,STR113,EMP003856,Tiffany Phillips,Manager,False,309,10,6-12,45-54
EMP003142,Kevin Miller,34,Bachelor's,2019-08-16,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31207.67,San Diego,32.7157,-117.1611,STR124,EMP003781,Devin Mayer,Manager,True,1964,64,5+,25-34
EMP003143,John Gomez,26,Bachelor's,2016-07-19,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35013.39,Nashville,36.1627,-86.7816,STR031,EMP003891,Tiffany Johnston,Manager,True,3087,101,5+,25-34
EMP003144,Mandy Henderson,24,Some College,2021-04-10,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27383.32,Columbus,39.9612,-82.9988,STR025,EMP003892,Phillip Ward,Manager,True,1361,44,3-5,<25
EMP003145,Annette Green,22,High School,2021-08-09,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24688.54,Louisville,38.2527,-85.7585,STR045,EMP004184,Mr. Don Flores,Manager,True,1240,40,3-5,<25
EMP003146,Eric Elliott,30,High School,2018-12-05,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,10273.8,San Antonio,29.4241,-98.4936,STR045,EMP003940,Victoria Marshall,Executive,True,2218,72,5+,25-34
